date,restaurant_id,restaurant_type,menu_item_name,meal_type,key_ingredients_tags,typical_ingredient_cost,observed_market_price,actual_selling_price,quantity_sold,has_promotion,special_event,weather_condition,month,day_name,is_weekend,year,day,day_of_week,week_of_year,quarter,lag_1,lag_7,lag_14,lag_30,rolling_mean_7,rolling_mean_14,rolling_std_7,rolling_std_14,price_difference,profit_estimate,group_lag_1,group_lag_2,group_lag_3,group_lag_7,group_lag_14,group_lag_21,group_lag_30,group_roll_mean_3,group_roll_std_3,group_roll_mean_7,group_roll_std_7,group_roll_mean_14,group_roll_std_14,ema_3,ema_7,ema_14,sin_day,cos_day,sin_month,cos_month,promotion_weekend,event_weekend,profit_margin,market_gap,price_ratio,predicted_quantity,prediction_error,actual_revenue,predicted_revenue,estimated_profit,inventory_recommendation,food_waste_risk,demand_category
2024-04-10,18,3,10,0,"flour, ghee, egg, water, curry",0.8,1.81,2.4,354.0,0,0,2,4,Wednesday,0,2024,10,2,15,2,211.0,380.0,187.0,613.0,138.42857142857142,161.57142857142858,115.40198892401702,135.05424225713568,0.5899999999999999,1.5999999999999999,412.0,552.0,641.0,84.0,495.0,363.0,350.0,439.3333333333333,101.79063480170151,512.4285714285714,205.85339212074956,457.57142857142856,219.38926216122874,414.3576726388908,443.3516021300178,437.5213981044138,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0,0,1.5999999999999999,0.5899999999999999,0.8540925266903914,353.9971,0.002899169921875,849.6,849.5930419921875,566.395361328125,MEDIUM INVENTORY REQUIRED,LOW FOOD WASTE RISK,MEDIUM DEMAND
2024-04-11,22,3,12,1,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,16.09,26.78,44.0,0,0,0,4,Thursday,0,2024,11,3,15,2,235.0,281.0,123.0,160.0,191.42857142857142,179.64285714285714,136.9584573789403,107.97122632575027,10.690000000000001,19.78,123.0,182.0,107.0,158.0,59.0,109.0,318.0,116.33333333333333,69.24112458166272,95.85714285714286,58.513327745134525,101.14285714285714,64.08870912541956,87.46102069479461,98.12099829307581,98.04482024362576,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,0,0,19.78,10.690000000000001,1.5669982445874782,43.965637,0.03436279296875,1178.3200000000002,1177.399764404297,869.6403039550781,LOW INVENTORY REQUIRED,HIGH FOOD WASTE RISK,LOW DEMAND
2024-04-11,2,3,12,1,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,17.17,18.72,165.0,1,1,2,4,Thursday,0,2024,11,3,15,2,275.0,238.0,164.0,380.0,198.57142857142858,212.07142857142858,140.26030222750964,119.03875534768419,1.5499999999999972,11.719999999999999,116.0,39.0,93.0,270.0,219.0,25.0,172.0,106.66666666666667,63.51640208114228,79.71428571428571,67.5714789086694,126.35714285714286,76.98412138262633,128.344506926995,113.64845430480422,118.23308508879228,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,0,0,11.719999999999999,1.5499999999999972,1.0302696752889378,164.99883,0.0011749267578125,3088.7999999999997,3088.7780053710935,1933.7862298583982,LOW INVENTORY REQUIRED,MEDIUM FOOD WASTE RISK,LOW DEMAND
2024-04-13,2,3,12,1,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,17.65,26.44,53.0,0,0,2,4,Saturday,1,2024,13,5,15,2,546.0,198.0,637.0,187.0,314.0,364.85714285714283,197.41918177657777,167.10146946960407,8.790000000000003,19.44,165.0,116.0,39.0,0.0,191.0,137.0,178.0,111.33333333333333,56.14564393907453,87.28571428571429,59.656556738591235,116.5,76.90528640427183,90.67225345472625,98.48481750450382,109.44515137185614,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,0,0,19.44,8.790000000000003,1.4176943699731905,52.997185,0.00281524658203125,1401.3200000000002,1401.2455648803711,1030.2652716064454,LOW INVENTORY REQUIRED,HIGH FOOD WASTE RISK,LOW DEMAND
2024-04-14,2,3,12,1,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,16.14,25.71,183.0,0,0,0,4,Sunday,1,2024,14,6,15,2,3.0,584.0,223.0,53.0,369.57142857142856,394.92857142857144,303.8655717818093,264.79759012548345,9.57,18.71,53.0,165.0,116.0,0.0,177.0,80.0,0.0,133.66666666666666,70.43673284113439,113.42857142857143,54.94196071873522,116.92857142857143,77.28415529292315,136.8361267327373,119.61520507739395,119.34047800604303,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,0,0,18.71,9.57,1.5,182.99074,0.0092620849609375,4704.93,4704.691871795654,3423.756706390381,LOW INVENTORY REQUIRED,MEDIUM FOOD WASTE RISK,LOW DEMAND
2024-04-15,36,3,12,1,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,16.96,31.04,44.0,0,0,0,4,Monday,0,2024,15,0,16,2,108.0,359.0,304.0,0.0,158.28571428571428,274.92857142857144,167.98086625735485,222.2315024008543,14.079999999999998,24.04,196.0,0.0,163.0,174.0,19.0,0.0,0.0,80.0,102.83968105745957,134.85714285714286,125.02990118558114,129.92857142857142,103.7796958693042,91.2152529387054,113.05276683244766,117.62588547667232,0.0,1.0,0.8660254037844387,-0.4999999999999998,0,0,24.04,14.079999999999998,1.7282850779510022,44.013416,-0.013416290283203125,1365.76,1366.1764416503906,1058.0825276184082,LOW INVENTORY REQUIRED,HIGH FOOD WASTE RISK,LOW DEMAND
2024-04-17,36,3,10,0,"flour, ghee, egg, water, curry",0.8,1.73,2.6,458.0,0,0,2,4,Wednesday,0,2024,17,2,16,2,101.0,349.0,206.0,270.0,259.0,270.64285714285717,146.03880762774457,167.2794102658822,0.8700000000000001,1.8,167.0,573.0,668.0,485.0,252.0,824.0,265.0,399.3333333333333,209.26139953018878,397.57142857142856,193.9423085549388,425.14285714285717,191.78146904258463,407.21785084354593,420.4562930051795,424.1033414050048,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0,0,1.8,0.8700000000000001,0.9523809523809524,457.99112,0.008880615234375,1190.8,1190.7769104003908,824.3840148925782,MEDIUM INVENTORY REQUIRED,LOW FOOD WASTE RISK,MEDIUM DEMAND
2024-04-17,36,3,10,0,"flour, ghee, egg, water, curry",0.8,1.99,2.29,371.0,0,0,2,4,Wednesday,0,2024,17,2,16,2,77.0,164.0,336.0,441.0,257.7142857142857,266.57142857142856,165.88119672998346,143.05389747370688,0.30000000000000004,1.49,458.0,167.0,573.0,296.0,117.0,307.0,600.0,332.0,149.36867141405511,408.2857142857143,189.41463713743138,443.2857142857143,171.310078095665,389.10892541755663,408.09097762796017,416.9494770157949,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0,0,1.49,0.30000000000000004,0.765886287625418,370.97812,0.021881103515625,849.59,849.5398922729493,552.7573971557617,MEDIUM INVENTORY REQUIRED,LOW FOOD WASTE RISK,MEDIUM DEMAND
2024-04-17,50,3,12,1,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,17.57,25.97,122.0,0,0,0,4,Wednesday,0,2024,17,2,16,2,458.0,361.0,0.0,167.0,286.0,275.2857142857143,191.94530470944082,157.82386900077523,8.399999999999999,18.97,328.0,180.0,300.0,224.0,102.0,94.0,0.0,210.0,106.22617379911594,211.57142857142858,86.23776655823343,170.28571428571428,102.36543029109642,194.84997859928117,201.6412514486142,184.05188431965007,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0,0,18.97,8.399999999999999,1.3984921917070543,122.00572,-0.0057220458984375,3168.3399999999997,3168.488601531982,2314.448547210693,LOW INVENTORY REQUIRED,HIGH FOOD WASTE RISK,LOW DEMAND
2024-04-18,36,3,12,1,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,14.53,25.69,164.0,0,0,1,4,Thursday,0,2024,18,3,16,2,339.0,824.0,40.0,18.0,353.2857142857143,278.14285714285717,222.20689629690838,255.01911154411053,11.160000000000002,18.69,44.0,196.0,0.0,343.0,176.0,0.0,187.0,134.66666666666666,80.13322240702257,109.28571428571429,88.26421374810647,129.07142857142858,103.41883795496855,127.60762647147102,125.79029485185356,123.85713447242928,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,0,0,18.69,11.160000000000002,1.6542176432710884,164.01825,-0.01824951171875,4213.16,4213.628829956055,3065.5010833740234,LOW INVENTORY REQUIRED,MEDIUM FOOD WASTE RISK,LOW DEMAND
2024-04-18,36,3,10,0,"flour, ghee, egg, water, curry",0.8,1.68,2.1,824.0,1,0,2,4,Thursday,0,2024,18,3,16,2,155.0,40.0,719.0,386.0,203.0,248.5,279.9243945544343,258.53871901664866,0.42000000000000015,1.3,371.0,458.0,167.0,170.0,379.0,711.0,789.0,551.0,240.39342753078736,501.7142857142857,212.21193359918476,475.07142857142856,197.71364852530235,606.5544627340923,512.076067386849,471.70994429523046,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,0,0,1.3,0.42000000000000015,0.783582089552239,824.05005,-0.050048828125,1730.4,1730.5051025390626,1071.2650634765625,HIGH INVENTORY REQUIRED,LOW FOOD WASTE RISK,HIGH DEMAND
2024-04-19,36,3,12,1,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,16.38,19.91,286.0,0,0,2,4,Friday,0,2024,19,4,16,2,53.0,0.0,257.0,129.0,85.14285714285714,209.35714285714286,105.59108007060053,252.46099687883566,3.530000000000001,12.91,164.0,44.0,196.0,7.0,34.0,93.0,50.0,164.66666666666666,121.00137740262853,149.14285714285714,96.94401919222688,147.07142857142858,107.4504997201497,206.80381323804042,165.84441856724888,145.6215854099815,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,0,0,12.91,3.530000000000001,1.1455696202531647,285.98773,0.01226806640625,5694.26,5694.015742797852,3692.1016192626953,MEDIUM INVENTORY REQUIRED,MEDIUM FOOD WASTE RISK,MEDIUM DEMAND
2024-04-19,22,3,12,1,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,15.6,29.58,0.0,0,0,2,4,Friday,0,2024,19,4,16,2,131.0,265.0,207.0,168.0,112.71428571428571,221.14285714285714,194.56336952752588,248.0688047057355,13.979999999999999,22.58,44.0,123.0,182.0,100.0,210.0,47.0,207.0,55.666666666666664,62.32442004008804,81.57142857142857,68.66065623255956,86.14285714285714,61.15913309097471,43.7305103372155,73.58828434918168,84.8366241201845,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,0,0,22.58,13.979999999999999,1.7819277108433733,0.038109772,-0.03810977190732956,0.0,1.1272870530188084,0.8605186496675014,LOW INVENTORY REQUIRED,HIGH FOOD WASTE RISK,LOW DEMAND
2024-04-22,50,3,12,1,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,17.45,27.7,69.0,0,0,0,4,Monday,0,2024,22,0,17,2,108.0,223.0,382.0,12.0,135.85714285714286,186.07142857142858,97.51141569311919,137.669316332076,10.25,20.7,122.0,328.0,180.0,163.0,124.0,106.0,236.0,173.0,136.82470537150806,198.14285714285714,101.09966793784658,166.35714285714286,105.29198022119778,131.92498929780922,168.47953324699301,168.60845988404228,0.0,1.0,0.8660254037844387,-0.4999999999999998,0,0,20.7,10.25,1.5013550135501355,69.03927,-0.03926849365234375,1911.3,1912.38773727417,1429.1128578186035,LOW INVENTORY REQUIRED,HIGH FOOD WASTE RISK,LOW DEMAND
2024-04-22,50,3,12,1,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,17.21,27.87,17.0,0,0,0,4,Monday,0,2024,22,0,17,2,12.0,192.0,871.0,232.0,211.0,251.78571428571428,158.89829032015035,155.24976332023604,10.66,20.87,69.0,122.0,328.0,269.0,0.0,165.0,111.0,69.33333333333333,52.500793644794854,162.14285714285714,115.50386511776499,167.57142857142858,103.30515981283823,74.46249464806843,130.60844624912428,148.2762760912364,0.0,1.0,0.8660254037844387,-0.4999999999999998,0,0,20.87,10.66,1.5304777594728172,17.016577,-0.016576766967773438,473.79,474.25199449539184,355.1359571266174,LOW INVENTORY REQUIRED,HIGH FOOD WASTE RISK,LOW DEMAND
2024-04-22,50,3,12,1,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,13.13,18.8,341.0,1,0,0,4,Monday,0,2024,22,0,17,2,261.0,146.0,370.0,767.0,118.14285714285714,177.42857142857142,133.4896107960326,142.4368763216335,5.67,11.8,17.0,69.0,122.0,119.0,40.0,0.0,110.0,142.33333333333334,174.00383137544222,193.85714285714286,131.1073714828531,189.07142857142858,105.9996112371059,207.73124732500386,183.2075885363338,174.1023669795975,0.0,1.0,0.8660254037844387,-0.4999999999999998,0,0,11.8,5.67,1.3305024769992924,340.9384,0.061614990234375,6410.8,6409.641638183594,4023.0729431152345,MEDIUM INVENTORY REQUIRED,MEDIUM FOOD WASTE RISK,MEDIUM DEMAND
2024-04-23,27,3,12,1,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,14.67,26.45,81.0,0,0,2,4,Tuesday,0,2024,23,1,17,2,157.0,338.0,373.0,501.0,94.42857142857143,178.92857142857142,98.4138491996212,126.73683471953152,11.78,19.45,0.0,241.0,82.0,0.0,22.0,88.0,178.0,107.33333333333333,122.63903674333595,87.85714285714286,82.77163075077623,138.42857142857142,116.93634973826525,81.30399504830315,99.34930532870402,115.82908499979699,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0,0,19.45,11.78,1.6879387364390555,80.99051,0.009490966796875,2142.45,2142.1989639282224,1575.2654006958007,LOW INVENTORY REQUIRED,HIGH FOOD WASTE RISK,LOW DEMAND
2024-04-24,27,3,12,1,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,14.34,21.54,217.0,0,0,2,4,Wednesday,0,2024,24,2,17,2,237.0,135.0,129.0,621.0,295.85714285714283,261.35714285714283,185.6604683927349,152.67089145905115,7.199999999999999,14.54,81.0,0.0,241.0,0.0,91.0,162.0,0.0,99.33333333333333,109.65552121682386,118.85714285714286,84.9890749281509,147.42857142857142,117.85043603960604,149.15199753994867,128.76493386776886,129.4584157894321,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0,0,14.54,7.199999999999999,1.4041720990873532,216.9963,0.003692626953125,4674.179999999999,4674.10046081543,3155.1263092041013,LOW INVENTORY REQUIRED,MEDIUM FOOD WASTE RISK,LOW DEMAND
2024-04-24,2,3,12,1,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,14.47,27.27,135.0,0,0,0,4,Wednesday,0,2024,24,2,17,2,154.0,129.0,42.0,50.0,226.85714285714286,270.42857142857144,115.12808601933921,209.0744123275494,12.799999999999999,20.27,183.0,53.0,165.0,145.0,176.0,204.0,272.0,123.66666666666667,65.7368491284252,112.0,54.10791685757882,114.0,75.6327157538832,135.9180633663152,123.4616211478218,121.44463420830957,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0,0,20.27,12.799999999999999,1.7627666451195863,134.98663,0.01336669921875,3681.45,3681.085490112305,2736.179057006836,LOW INVENTORY REQUIRED,HIGH FOOD WASTE RISK,LOW DEMAND
2024-04-24,16,3,12,1,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,15.82,25.52,195.0,0,0,0,4,Wednesday,0,2024,24,2,17,2,496.0,319.0,37.0,75.0,301.57142857142856,287.0,288.9145531945721,252.77566825455852,9.7,18.52,155.0,69.0,126.0,113.0,32.0,145.0,99.0,139.66666666666666,64.38426308760026,94.0,68.10775775685663,103.64285714285714,70.24529236113337,155.5054182673364,122.33832762096534,109.24158911999923,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0,0,18.52,9.7,1.5172413793103448,194.98988,0.0101165771484375,4976.4,4976.141824951172,3611.2126409912107,LOW INVENTORY REQUIRED,MEDIUM FOOD WASTE RISK,LOW DEMAND
2024-04-24,18,3,10,0,"flour, ghee, egg, water, curry",0.8,1.82,2.44,496.0,0,0,2,4,Wednesday,0,2024,24,2,17,2,836.0,659.0,621.0,245.0,319.2857142857143,275.7142857142857,285.06707648418165,260.60504410120154,0.6199999999999999,1.64,354.0,412.0,552.0,905.0,273.0,386.0,224.0,420.6666666666667,71.39561144309477,454.0,112.9262296073563,473.5,212.95891622564199,455.1788363197424,456.514015360902,445.35786814011453,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0,0,1.64,0.6199999999999999,0.8652482269503545,495.99698,0.003021240234375,1210.24,1210.232628173828,813.4350451660156,MEDIUM INVENTORY REQUIRED,LOW FOOD WASTE RISK,MEDIUM DEMAND
2024-04-24,22,3,12,1,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,17.56,27.37,159.0,0,0,1,4,Wednesday,0,2024,24,2,17,2,27.0,0.0,542.0,342.0,293.0,255.35714285714286,234.0690781229625,224.71438526506316,9.810000000000002,20.37,0.0,44.0,123.0,0.0,0.0,0.0,0.0,67.66666666666667,82.09953308840026,104.28571428571429,63.26587886508362,97.5,58.64331557422773,101.36525517531732,94.94282209822403,94.81381586637151,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0,0,20.37,9.810000000000002,1.4746767241379313,159.02946,-0.0294647216796875,4351.83,4352.636449432373,3239.4301963806156,LOW INVENTORY REQUIRED,MEDIUM FOOD WASTE RISK,LOW DEMAND
2024-04-25,50,3,12,1,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,16.02,25.86,29.0,0,0,2,4,Thursday,0,2024,25,3,17,2,401.0,104.0,540.0,195.0,240.0,209.5,151.26466871017897,146.67953032166795,9.84,18.86,341.0,17.0,69.0,300.0,300.0,191.0,253.0,129.0,183.69540005128053,155.14285714285714,134.50827554643683,169.71428571428572,108.88909571134829,118.36562366217683,144.65500214470677,154.67087909423392,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,0,0,18.86,9.84,1.5193889541715628,28.996372,0.003627777099609375,749.9399999999999,749.8461856842041,546.8715801239014,LOW INVENTORY REQUIRED,HIGH FOOD WASTE RISK,LOW DEMAND
2024-04-25,16,3,12,1,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,13.89,21.38,171.0,0,0,0,4,Thursday,0,2024,25,3,17,2,104.0,175.0,348.0,42.0,178.42857142857142,251.85714285714286,146.87279886901874,187.89885050733636,7.489999999999998,14.379999999999999,195.0,155.0,69.0,74.0,209.0,25.0,357.0,173.66666666666666,20.132891827388484,107.85714285714286,73.04890729602226,100.92857142857143,66.4951869695085,163.252709135472,134.50496788425133,117.56142897638524,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,0,0,14.379999999999999,7.489999999999998,1.4358629952988582,170.98987,0.0101318359375,3655.98,3655.763381347656,2458.8343041992184,LOW INVENTORY REQUIRED,MEDIUM FOOD WASTE RISK,LOW DEMAND
2024-04-26,16,3,10,1,"flour, ghee, egg, water, curry",0.8,1.54,2.84,195.0,0,0,2,4,Friday,0,2024,26,4,17,2,185.0,0.0,529.0,171.0,253.85714285714286,238.64285714285714,126.84167108568745,153.43382795342083,1.2999999999999998,2.04,187.0,419.0,729.0,326.0,477.0,555.0,407.0,267.0,131.69662106523472,332.85714285714283,197.1356796485005,365.2142857142857,213.03671715726114,261.13751361898034,318.63016954649,354.4153079526653,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,0,0,2.04,1.2999999999999998,1.1181102362204725,195.02364,-0.0236358642578125,553.8,553.8671258544922,397.84821716308596,LOW INVENTORY REQUIRED,MEDIUM FOOD WASTE RISK,LOW DEMAND
